Tweet,Label
"kalo abis pup pas pagi pagi tuh enak banget ga sih, perutnya jadi rata & langsing",Joy
yuu semangat mekipun ga keluar air susunya,Neutral
haii po di mirfa yuk dp 100k bookslot 50k aja dicicil santai dom tangerang bisa shopee all payment,Neutral
"tersenyumlah mi_christychibi, tinggalkan sedihmu. bahagialah, lupakan takutmu. tetap semangat dan terus menjadi yg terbaik :)",Joy
gue sedih bgt kaya huhuu kisah mereka mulus sekali t__t mana relate banget sama lirik di samping,Sad
jd takut buat pacaran lagi,Fear
kamu marah gak kalo digetok?,Anger
sehat selalu panjang umur aamiin,Joy
wehh bngt sedih bngt anjing w campur kesel gegara muka lo kayak orang bego,Anger
"jadi kemaren di kasih sama temen sekerdus gitu, katanya isinya acak dan ada ceker. gue kan suka ceker jadi seneng dong, gue buka ini karena gue kira ceker tanpa tulang gitu. pas udah di buka sachet nya taro di piring, anjir belalang gede",Neutral
ga enak mau ngapa-ngapain,Sad
ko sedih,Sad
sabar sabar gak boleh marah,Anger
mau marah tapi bener gimana dong happy taehyun day _21_,Joy
"pagi ruby, apa kabar?",Neutral
malaysia ni. tokey besar la jadi payung orang politik. sebab tu nak kawal harga barang pun takut. nak tekan orang tengah tak berani. tokey besar bagi komisen banyak kat orang politik. subprojek dekat tokey besar. dapat komisen pun dah boleh kaya 7 keturunan,Anger
"biasa ada mau nya manis dulu dukung rakyat, sudah kecapai maunya ya gimana gue, menjelang 2thn lagi pemilihan lagi ya manis lagi, ke pilih lagi ya gimana gue lagi..",Neutral
"makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya",Fear
"ku bantu benerin nder :""",Neutral
agak ngeri ga segrup jangan2 ketemu di final,Fear
"menteri bumn 2 mengajak para warga memanfaatkan lahan perumahan menjadi lokasi2 pertanian. erick thohir pun menggagas program bernama2 energi tani2 atau et. dia menjelaskan, gerakan energi tani bertujuan membumikan semangat bertani.",Neutral
oke saya berangkat sendiri saja,Neutral
"bestiee happy birthday,bahagia terus ya, sehat terus, jangan galau terus, cakep terus, wish u all the best deh. semoga semua yg baik di dunia datang ke lo. love love uuuu",Love
kabar baik utk kita semua,Joy
kirimlah bangsa 10 kg perbulan.... perjenisnya..,Neutral
daripada kecewa mending kecewe,Neutral
semangat sender,Joy
"apa lah nak jadi. cuba terapkan dalam diri kehidupan, kalau mampu jangan ambil bahagian orang yang tak mampu. sebab takut atas sebab ketamakkan kita, orang yang betul2 perlu tak dapat bahagian dia. kau rasa halal ke bahagian yang kau ambil tu kalau dah menipu?",Neutral
mau athan sehat trs sama bahagia trs ok !,Joy
nangiss bahagia kak,Joy
record of youth walau gue benci bgt sama endingnya,Anger
ekspresif marah di tl iya ke temen juga iyaa,Anger
"kalo emak ku koleksi kopi top yg gratis gelas kata mas kopi nya enak, yaudah ibuk beli, sekalian dapet gelas nya",Neutral
aku sebenernya panik tpi ttp cantik,Neutral
soonyoung aku takut sama jihoon hiks.,Fear
"jadi inget waktu kakak menikah, ayah juga bilang hal yang sama. dia bilang, ""sebelum ada lelaki lain yang mencintai dia (kakak), ada seseorang yang mencintai dia terlebih dahulu. itu adalah ayah. jika memang istrimu membuatmu kesal, tahan kesabaranmu, jangan pukul dia.",Neutral
aamiin! semangat ngeba nyaa sayaang,Joy
"karena blm dapet gantinya, karena blm tentu kerjaan yg baru lebih enak drpd yg lama",Neutral
"kak caa semangat terus yaahh!! u can do it well!! kalo capek, istirahat duluu, tapi jangan lupa balik lagi biar ga makin numpuk sending a lot of virtual hug buat kakakk!!",Joy
"dana receh buat 10 org gaiss, doain aku bigwin siang ini makasii",Neutral
"aku sedih ada anak biologi masi nanya, trs harus dgimanain ya buat tau kenanya omicron ato bukan?",Sad
"lebih nyaman sendiri sebenernya karena ngga nyusahin orang lain. cuma kadang suka mikir masa ma sendiri terus, emang aku ngga se worth it itu tes tes nangis",Sad
haah.. tidak banyak yang bisa didapatkan dari grup obrolan itu. sudah berkali-kali hela napasnya mengudara. sudah berpuluh berita ia baca untuk mengetahui lebih dalam soal kasusnya. bahkan sistem database-nya pun berulang kali mengirimkan pesan terkait kasus itu.,Neutral
jgn gitu dong bang.. jadi sedih neh,Sad
isu pasal pendidikan yang paling aku tak puas hati dari dulu is kenapa sjk boleh dapat fasiliti lengkap compare dgn smk?k.,Neutral
"cape nyari kerja, nyari judul ta, masalah di rumah, ditambah diputusin pacar wkwk murung bbrp hari di kostan tp ada my bestie yg selalu bilang gini. alhamdulillah skrg udah dapet kerjaan yg bener bener aku pengen, dan lupa sama kesedihan2 sebelumnya",Joy
"sudah dikejutkan tampa di bangunin lagi, kamar sudah sepi dan berangkat ke masjid, sholikhah semunya anak"" ada perkembangan ni",Neutral
pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya,Fear
"cari bubur ayam yang ada malah bubur sumsum but issokey lah, sama sama enak juga. met mamam",Joy
yaallah kenapa sih pagi-pagi udah dibikin emosi aja please ini weekend tolonglah kalau mau pulang ya pulang aja kaga usah tanya-tanya gue kan gue juga jadi ikut mikir!,Anger
"sok""an kaget , dasar beban",Anger
"ga sih. tp jujur aku suka bgt kalo kak uju lagi main alat musik kayak, halo .. kamu ganteng banget ..",Love
ekspektasi berbanding lurus dengan rasa kecewa.,Sad
"karena di otaknya dia pen balas dendam, akhirnya sarafnya masih berfungsi buat jadi half zombie",Neutral
luv emyuu tolol sumpah,Anger
sumpah takut banget,Fear
pagi2 udah dibuat emosyennnn gangerti pikirannya apa posting2 foto cewe mau marah emang yaa nyokap udah gaada tapi mau ga marah jujur pengen marah jujur jadi ga mood hari ini,Anger
harus nya dihukum mati itu bangsat. rusak nama sumut karena dia,Anger
"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :"")",Fear
"pagi, ibuk! semangat menjalani harinya~",Joy
"ini tadi w beres2, w kagak tau kalo ada plastik yg digantungin di kursi meja makan itu isinya rambutan masih kecil2 tinggal dikit w kira kulitnya doang. jadi ya w buang aja. maklum gaada yg beres2 kalo gak pas w libur. dimarah dong sampe marah banget. ya maap w rabun.",Sad
"takut bgt karna kepala pusing, tenggorokan mulai serak dan badan anget :"" untung kemajuan teknologi di tahun 2022 ini menyelamatkan anak kost sepertiku :') terimakasih gomart",Fear
apa aku coba gambling 50:50 seperti biasa ya?? ngetest napas lagi wkwk,Neutral
"setuju, padal aku termasuk orang yg kepo bgt sama ayato pas tahu ayato ke leaks duluan jadi kek kecewa dan ga excited lagi sama ayato mending drip marketingnya dari mihoyo langsung..",Sad
seaweed costume vs hello kitty motif pertempuran paling asburd lagian kenapa denise marah bajunya dibilang motif hello kitty,Neutral
"sedih, liat kamu bisa lebih bahagia dengan orang lain..",Sad
"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",Anger
"wanita ini pamer ogah beri tip ke pelayan, ternyata balas dendam karena pernah jadi korban ghosting",Anger
semangat cii,Joy
eh iya jujurr takut ketauan,Fear
punya lama guna sonicator. pastu semalam najmi cakap tahu tak sonicator ni boleh buat jadi mandul? i was like aneh aneh lah dia ni. pastu tanya akmal. akmal iya kan. benci aa tanya diorang ni double confirm kat google dengan adnin. tipu je diorang ni,Anger
"dok hari ini sendiri ya, perawat gigi nya libur lah pantes kok jm segini masi sepi",Neutral
happy weekend .. siapa hayo yang suka ga enakan ? jangan diterusin loh mitra mtb. malah susah sendiri yang ada .. kalau mitra mtb termasuk orang yang susah bilang tidak atau apa adanya meski bikin ga enak suasana ? kasih tau donk di,Neutral
apa kabar dunia twitter ? masihkah selucu dan seabsurd dulu ?,Neutral
"ngga ngotak emg. adenya positif, ngajak diskusi ngomong ga enak-enakan. pinter doang tapi ga ngerti psikologis org down.",Anger
"gue tim yang kalau dikasih coklat, itu coklat gue kasih lagi ke orang lain. karena gue gak suka coklat.",Neutral
engga. tetep tergantung calon pasangan sikapnya gimana. jangan takut. oke? kalau jodoh nanti dimudahkan jalannya. jangan lupa untuk memperbaiki diri sampai menemukan tirik terbaikmu semangat senderr,Neutral
"mau siapapun lawan ina w tetep takut, tembus semifinal pun juga lawan dari grup b serem semua",Fear
"gue juga lagi sebel sm keluarga, tapi liat u aku ngerasa kek masalahku gaada apa2nya dibanding kamu aku ngerasa malu:( buat kamu semangat ya kalo mau temen buat something talk boleh kok yuk dm an",Joy
saya lebih suka otoriternya alm pak harto. harga dikontrol mafia pangan gak berkutik. migas dikontrol gak ada yg berani nimbun. preman disikat masyarakat aman tentram. sayang org2 disekelilingnya kurang baik. ada gbhn dan repelita arah pembangunan yg jelas.,Neutral
baru saja mengirim foto special region of yogyakarta,Neutral
"ada badutan ga semalem chingu, butuh badutan 2 ayang biar semangat menjalani hari",Joy
ihh takut bgt loch wkwk makasyii,Joy
"soalnya my biggest mistake utbk kemarin aku hopeless duluan, terlalu banyak kekhawatiran kalo aku ga lolos dan itu bikin ga fokus ga enjoy yaa kekhawatiran itu beneran terjadi taun kemarin wkwk semangat buat sendernya ya!! pasti bisaa!!",Joy
kaget? takut karna kemarin mintanya kurang banyak..??,Neutral
"ngga sih, gue malu soalnya pake baju haram. ga terbiasa juga pergi2 pake baju begitu",Fear
kongkalikong paling enak emang sama beliau aja juaranya.,Joy
kaget bgt tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong gue gabole baper,Fear
"_harusnya anda bijak dalam kasih data,awal mereka bisnis itu sejak jaman sby atau jokowi..? . . _"" kalau bodoh diam,kalau pinter ajari "".. . .",Neutral
astagfirullah gak jadi sedih baca tweet sendiri,Neutral
kalau dia lgi marah omongannya pedas banget suka banting barang apa pun yg ada didekatnya,Fear
bukan emyu namanya kalo ga tolol ya goblok,Anger
"aku pernah, jadi nanti dikasih pertanyaan kamu seorang individualis atau berkelompok jawab iya tidak ragu ragu, gitu doang",Neutral
"percayalah tidak ada wanita yang baik-baik saja, ketika mengetahui pasangannya berkomunikasi dengan mantannya",Neutral
kayaknya paraga suka banget ngajak wgl akun chaewon ya.. awas aja kalau di prank lagi:),Love
kaget nikah bagus juga walaupun sedikit gimana gitu okee besok-besok nonton di wetv,Neutral
nggak dong~ aku beli loyang 14cm 1 biji juga kemarin wkwkwkwkwk sempet mau beli yang 14 itu 2 sekalian kan enak kl mau kasih incip tetangga. tp nggak jadi beli 2 jadi besok gak bisa langsung ngovennya,Joy
"knp au yg ak baca masi pd on going, aku kesal",Anger
"aamiin semangat yaa, tim arkeolog juga nihh",Joy
yatuhann sedih bgt gue juga dritadi bacain review orang2 pda jelek2 bgt abis minum bukannya langsing malah pada sakit parah2 ngeri,Sad
"iyaa wlaaupun gajadi sma yg di video (pen nyebut nama tp takut) wkwk, tapi dia bahagia bgt with his lil family trus suka cerita2 kelakuan baby layla, kek bapak2 yg banggain anaknya bgt deh pokonya gemoyy. emg iyaaaaa enak bgtt, ini kesayangan sebelum exo",Joy
ternyata ngekos sendirian ga seenak yg aku bayangkan mending ada temen kamarnya jadi enak ada temen ngobrol,Sad
"gajian aja belum, udah ada yang ngomong ""nanti kalau gajian pinjem uang yah"", sedih kieu euy",Sad
kaget ke logout sendiri,Fear
semangat om,Joy
aku habis itu wkwk suka banget,Love
kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,Sad
"mari thn 2024 semua bangsa ini pilih pks, agar negara indonesia bisa seperti syiria, irak, yaman, iran, afganisthan, krn sbg bgs indonesia bosan kan..?? klau adem ayem saja. khan bahagia klau lagi bercinta sebelah kita bom meledak, truss ada yg jual anak gadis kita bisa beli..? idiot",Anger
btw perayangan ini lama lama bikin jengkel ya hmm,Anger
"kemarin malam sehat saja dan tidurpun pulas. kok tadi malam timbul sakit sekali rasa badan sampai susah tidur. baru bisa tidur pas subuh, ehh jam 6 malah ada yang nelpon.",Neutral
"365. kalau mau gestun limit kamu di spaylater, gopay coin, gopaylater, akulaku, kr3divo, indodana dll langsung saja ke cair cepat gak sampai ber jam-jam!",Neutral
sedih aingg,Sad
hari ini aku lagi sedih krn makanan tumph,Sad
sengaja dibiarkan soalnya takut melanggar ham,Fear
aku nak ni bodoh,Neutral
", salam, melv. semangat skripsiannya, lu sekarang skripsiannya buat diri lu sendiri aja cukup kalau orang tua gak nganggep apa-apa mah. tapi masih dikasih uang jajan kan?,",Joy
sini q tmnin biar mm gk takut klo gelap,Neutral
beredar kabar haji faisal kini mulai pasang tarif rp 5 juta untuk sekali wawancara,Neutral
"aku masih mencintaimu, entah karena sayang atau bodoh",Love
yey ada kabar baik pagi ini. love you jiminie,Joy
wes kesel + kecewa,Anger
"ga enak, apalagi kalo orang lain yang pake kamar mandi itu jorok. kemarin pas ngekos suka nemu piring kotor, padahal di sana ada tempat cuci piring.",Joy
sedih tapi juga lega. akhirnya ada kejelasan walaupun bukan announcement langsung dari agency. good luck mm we always support you no matter what happens,Sad
suka banget jadi munafik adalah jalan ninjaku.,Love
mayan cerah buat nyuci,Joy
"jangan jari shamming nder kasian sedih ntr dia, km gak mau kan dibilang jelek aneh di antara temen""mu",Neutral
ngeri ya canda nya,Fear
hanya orang bodoh melakukan kesalahan yg sama berulang2 kali ..,Neutral
saja ka dorg suro beli medium 2 set,Neutral
kriting bego syiah laknat,Anger
"orang yang suka berkata jujur mendapatkan tiga hal, : kepercayaan, cinta, dan rasa hormat",Neutral
"anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi, y tp kalo dipikir2 ada korelasinya si sm sikap, sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia",Anger
"haechan ini setiap fansign pasti ada aja gombalannya. manis bgt emang orangnya, semuanya aja dikasih kata-kata yang bikin iri. bener-bener deh suka banget godain orang.",Love
"aa kesel bgt anying. dia sudah di bandaraa, gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara, ngasih gift jga engga!!",Anger
"fun fact, menggaruk bagian gatal itu engga bikin gatalnya hilang, yang ada malah kulitnya iritasi. sama kayak kalo lagi patah hati lebih milih galau n dengerin lagu2 sedih. emang kitanya suka nyakitin diri sendiri ya kayaknya..",Sad
pagi2 hujan enak bgt dah,Joy
minimal 6 bln stlh vaksin kedua baru bisa ke 3..gk papa kok..demamnya biasa koj,Neutral
yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,Anger
"pagi ini gk sengaja ketemu bestie yang baru nikah, seperti biasa kalau ketemu suka cerita dari hal yg gk penting sekali pun. sampai dimana! dia gk sengaja bilang kalau gk bahagia, dan gk ada rasa sama lakinya. syok? pasti! jadi intinya, nikah gk cukup hanya dengan kata' ""mampu""",Joy
beuhh kaget,Fear
km nyinyirn q sma antek2 nya berharap q marah tenang q punya jurus jitu q bales pake solawatan dzolim kesel sendiri kan hahaha,Anger
alhamdulillah pagi2 kabar baik,Joy
"krystal suka banget ama masakan tradisional nya mexico, yaitu burrito",Love
hmm romannya ga enak nii,Joy
baru kemarin ketemu spesies yang begini. mana dia ngomong dibesarin lagi suaranya sampe sekelas denger. aku balas lah emosi kali aku wak,Anger
"aku last seen aja sih, sampe kadang lupa kalo wa tuh ada last seennya, tapi enak aja gitu gatau kenapa, kalo centang biru aku tetep nyalain biar yg ngechat tuh ga panik dan udh yakin aku baca kalau hal penting",Neutral
"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown",Fear
numpang nanya ; kira2 bakso beranak itu lahirannya cesar apa normal sih??,Neutral
masi pagii tahan jangan emosi:),Anger
bodoh punya statement ..baik gi minum arak ..melacur ..main judi ..baru betul thrill,Anger
lebih semangat dari hari sebelumnya,Joy
hi kak! lagi cari app prem? pengen cepet juga? ada nih! lengkap + fast respon + testi on pinned yaa yuk langsung dm! t jual netflix murah spotify wetv kaget nikah all of us are dead,Neutral
semangat loyonya,Neutral
"thank for this ga minn kalo ditanya sebenernya suka dua2nya krn gemes bgt pliss, tp krn emg hrs pilih aku pilih lao yan dehh walau aku sayang a qiao jugaa",Love
"enak kan, apalagi mie ayam yamin",Joy
kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen.,Love
baik lah begini contoh yg baik nanti saya bagi upeti yaa diam diam saja,Neutral
"eh buset gedeg bgt bacanya anak setan lu pada, justru ini yg gua suka dari 2gether di ceritanya bener bener nunjukin cinta ya cinta, bukan cuma tentang nafsu doang.",Anger
